type,breed,color,sex,size,impound_number,kennel_number,id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,intake_total,date_of_birth,name,zip_code,:@computed_region_dig5_f3vy,outcome_jurisdiction,ano
Other,Bat/Mex Free-Tail,Brown,Unknown,SMALL,K23-043712,EUTH,A415205,2023-01-27,2023-01-31,4,Quarantine,FIELD,Transfer,LAB FRA,UNKNOWN,DEAD,*ROHNERT PARK,1,,,,,,2023
Dog,Pit Bull,Gray/White,Spayed,LARGE,K17-024429,DS84,A300177,2017-07-16,2017-07-29,13,Owner Surrender,FIELD,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2013-05-07T00:00:00.000,CHIKITA,95407,26079,SANTA ROSA,2017
Dog,Pit Bull,Blue,Neutered,LARGE,K14-010645,FOSTER,A308725,2014-09-05,2015-04-02,209,Adoption Return,OVER THE COUNTER,Adoption,REFERRAL,HEALTHY,HEALTHY,COUNTY,1,2013-10-11T00:00:00.000,*HERSCHEL,95407,26079,COUNTY,2014
Cat,Siamese,Lynx Pt,Male,KITTN,K22-042400,CA03,A413080,2022-08-31,2022-09-15,15,Stray,OVER THE COUNTER,Transfer,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,1,,,95407,26079,COUNTY,2022
Dog,Chihuahua Sh,Black,Neutered,TOY,K16-017769,DA02,A333056,2016-02-11,2016-03-14,32,Owner Surrender,OVER THE COUNTER,Transfer,NC POM,HEALTHY,HEALTHY,SANTA ROSA,1,2014-02-11T00:00:00.000,BLACKIE,95403,26076,SANTA ROSA,2016
Dog,Catahoula/Plott Hound,Y Brindle/White,Spayed,MED,K15-015762,DA11,A326552,2015-09-01,2015-10-01,30,Confiscate,FLD_ARREST,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2014-11-15T00:00:00.000,MUFFIN,95492,31428,*WINDSOR,2015
Dog,Labrador Retr/Pit Bull,Brown,Female,LARGE,K23-043739,DS82,A415278,2023-01-31,2023-03-20,48,Stray,OVER THE COUNTER,Euthanize,CON SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,1,,*BUTTERCUP,,,,2023
Dog,Germ Shepherd/Alaskan Husky,Black/Tan,Spayed,MED,K18-028335,DA41,A372703,2018-05-20,2018-06-07,18,Stray,FIELD,Adoption,SCAS WEB,HEALTHY,HEALTHY,COUNTY,1,2017-08-04T00:00:00.000,DAKOTAH,95403,26076,SANTA ROSA,2018
Dog,Cocker Span/Mix,Gold,Male,MED,K15-015675,DS82,A285729,2015-08-29,2015-09-01,3,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,1,2007-08-17T00:00:00.000,BOB,95476,31040,COUNTY,2015
Other,Finch,Tan,Female,SMALL,K19-032481,CI01,A388007,2019-06-04,2019-06-05,1,Confiscate,FLD_HOSPTL,Return To Owner,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,1,,,95492,31428,*WINDSOR,2019
Dog,Chihuahua Sh,White/Brown,Neutered,TOY,K21-038854,DS55,A292533,2021-06-18,2021-06-18,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2009-05-29T00:00:00.000,JULIUS,95404,26077,SANTA ROSA,2021
Dog,Pit Bull,Tan,Neutered,LARGE,K16-021778,DS74,A345855,2016-12-03,2017-01-11,39,Owner Surrender,OVER THE COUNTER,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,1,2014-12-03T00:00:00.000,ROCKY/RAMSEY,,,,2016
Cat,Domestic Sh,Gray Tabby/White,Female,SMALL,K26-054769,CA03,A439500,2026-01-26,2026-01-27,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,1,2025-08-26T00:00:00.000,CLOUD,95404,26077,SANTA ROSA,2026
Dog,Pit Bull,Gray/White,Neutered,LARGE,K17-026497,DA11,A365067,2017-11-30,2017-12-30,30,Stray,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,COUNTY,1,2012-12-21T00:00:00.000,DOZER,95403,26076,SANTA ROSA,2017
Dog,Pomeranian,Tricolor,Male,SMALL,K22-040746,DS56,A210454,2022-02-22,2022-02-22,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,1,2007-02-01T00:00:00.000,ACHILLIES,95404,26077,SANTA ROSA,2022
Dog,Queensland Heel,Blue Merle,Male,PUPPY,K19-034566,DS90,A393731,2019-11-14,2019-11-22,8,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,1,2019-08-22T00:00:00.000,BOWSKI,95363,13670,OUT OF COUNTY,2019
Other,Chicken,Red/Brown,Male,SMALL,K14-007551,CS06,A302217,2014-02-01,2014-05-01,89,Confiscate,FLD_CRUEL,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,1,,,,,,2014
Cat,Domestic Sh,Brn Tabby,Unknown,SMALL,K17-026189,CS06,A363878,2017-11-04,2017-11-07,3,Stray,COMM CAT,Transfer,FORGOTTEN,UNKNOWN,HEALTHY,COUNTY,1,2017-07-04T00:00:00.000,,95403,26076,SANTA ROSA,2017
Dog,Beagle/Labrador Retr,Black,Spayed,MED,K19-034711,DS65,A394179,2019-12-03,2019-12-10,7,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,*WINDSOR,1,2008-09-05T00:00:00.000,DIAMOND,95492,31428,*WINDSOR,2019
Dog,Vizsla/Mix,Red,Spayed,MED,K16-021613,DA16,A345468,2016-11-17,2016-12-23,36,Stray,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2012-11-18T00:00:00.000,*LUNA,94954,11139,*PETALUMA,2016
Cat,Domestic Sh,Black,Neutered,SMALL,K23-045222,CA02,A418734,2023-06-30,2023-09-12,74,Stray,OVER THE COUNTER,Transfer,HEALDSBURG,HEALTHY,HEALTHY,SANTA ROSA,1,2019-06-30T00:00:00.000,*SLASH,95448,31016,COUNTY,2023
Cat,Domestic Sh,Black,Unknown,KITTN,K18-027886,RECEIVING,A370945,2018-04-18,2018-04-18,0,Stray,OVER THE COUNTER,Transfer,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,1,,,95407,26079,COUNTY,2018
Other,Bat,Brown,Unknown,SMALL,K23-045823,PHLAB,A419969,2023-08-26,2023-08-26,0,Quarantine,OVER THE COUNTER,Euthanize,FRA,UNKNOWN,DEAD,SANTA ROSA,1,,,,,,2023
Dog,Aust Cattle Dog/Mix,Red,Female,MED,K15-016611,DS78,A329357,2015-10-30,2015-11-19,20,Stray,FIELD,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2010-10-30T00:00:00.000,,,,,2015
Other,Chicken,Tricolor,Male,SMALL,K23-044733,TRUCK,A417542,2023-05-15,2023-05-15,0,Confiscate,FLD_INVEST,Euthanize,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,1,,61,,,,2023
Cat,Domestic Sh,Buff,Neutered,SMALL,K22-043005,LOBBY,A413978,2022-11-01,2022-12-17,46,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2022-07-17T00:00:00.000,*KEN,94954,11139,*PETALUMA,2022
Dog,Labrador Retr/Mix,Tan,Spayed,MED,K22-041239,DS60,A411289,2022-04-28,2022-11-05,191,Confiscate,FLD_CRUEL,Transfer,PUPPY RESC,UNKNOWN,HEALTHY,COUNTY,1,2012-05-01T00:00:00.000,GINGER,75009,4032,OUT OF COUNTY,2022
Dog,Border Collie/Labrador Retr,Black,Spayed,MED,K14-008513,DA10,A305204,2014-04-18,2014-04-26,8,Adoption Return,OVER THE COUNTER,Adoption,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,1,2012-04-10T00:00:00.000,LADY,94952,11138,COUNTY,2014
Dog,Parson Russ Ter,White/Black,Neutered,SMALL,K20-035245,DS76,A338434,2020-02-03,2020-02-04,1,Stray,VET_HOSP,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,1,2009-06-15T00:00:00.000,POINT,95403,26076,SANTA ROSA,2020
Cat,Siamese,Lynx Pt,Spayed,SMALL,K18-030306,CS05,A378307,2018-10-19,2018-10-19,0,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,*WINDSOR,1,2007-07-29T00:00:00.000,GIZA,95403,26076,COUNTY,2018
Cat,Domestic Sh,Gray,Male,SMALL,K17-026540,CS06,A365249,2017-12-02,2017-12-05,3,Transfer,PRIV_SHELT,Transfer,FORGOTTEN,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,1,,,95403,26076,SANTA ROSA,2017
Cat,Domestic Sh,Brn Tabby,Neutered,KITTN,K16-019900,WESTFARM,A339991,2016-07-21,2016-08-26,36,Stray,OVER THE COUNTER,Adoption,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,1,2016-05-21T00:00:00.000,*TINY TIM,95446,23755,COUNTY,2016
Dog,Staffordshire,Black/White,Neutered,MED,K19-034156,DS76,A383572,2019-10-17,2019-10-17,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,PENDING,*WINDSOR,1,2017-10-01T00:00:00.000,BLUE,95448,31016,COUNTY,2019
Dog,Chihuahua Sh,Tan,Neutered,SMALL,K21-038598,DS85,A405011,2021-05-29,2021-07-17,49,Owner Surrender,OVER THE COUNTER,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,SCOOBY,,,,2021
Dog,Germ Shepherd,Brown/Black,Spayed,LARGE,K23-045147,DA09,A417552,2023-06-24,2023-12-09,168,Adoption Return,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2021-06-03T00:00:00.000,KYA,95492,31428,*WINDSOR,2023
Other,Sheep,White,Male,LARGE,K22-042512,LS01,A413243,2022-09-26,2023-01-11,107,Stray,FIELD,Adoption,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,1,,,95409,26080,COUNTY,2022
Dog,Alaskan Husky/Border Collie,Black/White,Neutered,MED,K14-008724,DA35,A304131,2014-05-06,2014-06-12,37,Stray,OVER THE COUNTER,Adoption,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,1,2012-11-18T00:00:00.000,BUDDY,95448,31016,*HEALDSBURG,2014
Dog,Rat Terrier,Tricolor,Neutered,SMALL,K20-037326,DS49,A401382,2020-11-13,2020-12-02,19,Owner Surrender,OVER THE COUNTER,Transfer,MUTTVILLE,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,1,2008-11-12T00:00:00.000,BOMO,94103,28853,OUT OF COUNTY,2020
Dog,Tibetan Span/Mix,Black/Tan,Neutered,SMALL,K14-008295,DS52,A304948,2014-04-03,2014-04-04,1,Stray,OVER THE COUNTER,Return To Owner,RETURN TO OWNER,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,1,2003-04-03T00:00:00.000,NORMAN,95691,11108,OUT OF COUNTY,2014
Dog,Siberian Husky/Mix,White/Silver,Neutered,MED,K16-018462,DA39,A335532,2016-04-14,2016-04-30,16,Stray,FIELD,Adoption,INTERNET,HEALTHY,HEALTHY,COUNTY,1,2015-06-26T00:00:00.000,ZEUS,95404,26077,COUNTY,2016
Dog,Border Collie/Mix,White,Neutered,MED,K15-013268,DS56,A318371,2015-03-20,2015-04-01,12,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2014-12-01T00:00:00.000,*TONIC,95407,26079,COUNTY,2015
Dog,Border Collie/Mix,Black/White,Spayed,LARGE,K14-012183,TRUCK,A024906,2014-12-22,2014-12-22,0,Stray,FIELD,Return To Owner,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,1,2005-01-01T00:00:00.000,SHASTA,95403,26076,SANTA ROSA,2014
Cat,Domestic Mh,Black/White,Spayed,KITTN,K22-042662,LOBBY,A413453,2022-09-29,2022-10-26,27,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2022-07-29T00:00:00.000,*SANDY,95492,31428,*WINDSOR,2022
Cat,Domestic Sh,Black/White,Female,SMALL,K18-028570,TX,A373658,2018-06-06,2018-06-06,0,Stray,OVER THE COUNTER,Euthanize,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,,,,,2018
Dog,Chihuahua Sh,Tan,Female,TOY,K16-019761,DA22,A339519,2016-07-12,2016-07-12,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,*WINDSOR,1,2006-07-12T00:00:00.000,PRITI,95492,31428,*WINDSOR,2016
Dog,Germ Shepherd,Black/Tan,Spayed,LARGE,K16-021434,DS76,A344732,2016-11-02,2016-11-17,15,Owner Surrender,OVER THE COUNTER,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2013-05-02T00:00:00.000,SAMANTHA,,,,2016
Dog,Chihuahua Sh,Black/White,Neutered,SMALL,K17-026791,DS51,A366433,2017-12-24,2018-01-10,17,Stray,FIELD,Adoption,FINDER,TREATABLE/REHAB,TREATABLE/MANAGEABLE,SANTA ROSA,1,2004-01-10T00:00:00.000,POTATO,95403,26076,SANTA ROSA,2017
Cat,Domestic Sh,White/Gray,Spayed,SMALL,K14-011880,CI01,A066938,2014-11-29,2014-11-29,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,1999-09-01T00:00:00.000,MELODY,95403,26076,SANTA ROSA,2014
Dog,Pit Bull/Aust Kelpie,Brown/White,Spayed,SMALL,K19-031736,DA01,A385044,2019-03-20,2019-04-18,29,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2018-10-10T00:00:00.000,*RIZZO,95423,23500,,2019
Dog,Chihuahua Sh,Tan/White,Female,SMALL,K19-033805,DS96,A391660,2019-09-21,2019-10-23,32,Confiscate,FLD_HOSPTL,Return To Owner,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,1,2009-09-21T00:00:00.000,PUPPINS,95401,26075,SANTA ROSA,2019
Dog,Labrador Retr/Catahoula,Yellow,Neutered,MED,K16-021197,DS56,A343795,2016-10-15,2016-10-18,3,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,1,2006-10-18T00:00:00.000,ENOKI,95465,31039,COUNTY,2016
Dog,Pit Bull,White/Gray,Male,MED,K23-044354,DS82,A416651,2023-04-11,2023-04-14,3,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,1,2022-04-14T00:00:00.000,SNOWY,95405,26078,SANTA ROSA,2023
Dog,Germ Shepherd/Mix,Tan/Black,Neutered,MED,K14-012041,DS73,A244980,2014-12-10,2014-12-30,20,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,1,2009-09-25T00:00:00.000,IKE,94931,1832,*COTATI,2014
Cat,Domestic Sh,Black,Neutered,SMALL,K14-008744,SMM,A306277,2014-05-07,2014-05-10,3,Transfer,VET_HOSP,Euthanize,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,,,,,2014
Cat,Domestic Sh,Brn Tabby/White,Male,SMALL,K22-041342,CA03,A411447,2022-05-10,2022-05-11,1,Owner Surrender,OVER THE COUNTER,Transfer,ARF,UNKNOWN,PENDING,SANTA ROSA,1,2022-03-01T00:00:00.000,,94598,1186,OUT OF COUNTY,2022
Cat,Domestic Sh,Black/White,Neutered,SMALL,K21-038487,CI02,A404602,2021-05-11,2021-05-29,18,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,1,,,95403,26076,SANTA ROSA,2021
Dog,Chihuahua Sh/Mix,Tan/White,Neutered,SMALL,K15-016820,DA04,A329717,2015-11-17,2015-12-03,16,Stray,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2014-11-25T00:00:00.000,COCOA BEAN,94928,1829,*ROHNERT PARK,2015
Dog,Pit Bull,Tan/White,Male,LARGE,K19-033220,DS66,A390198,2019-08-06,2019-08-21,15,Stray,FIELD,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,1,,,,,,2019
Other,Bat,Brown,Unknown,SMALL,K17-024148,EUTH,A354506,2017-06-27,2017-06-28,1,Quarantine,FLD_STRAY,Euthanize,FRA,UNTREATABLE,DEAD,COUNTY,1,,,,,,2017
Cat,Domestic Sh,Gray Tabby,Spayed,SMALL,K20-035103,CA02,A395648,2020-01-17,2020-02-08,22,Owner Surrender,OVER THE COUNTER,Transfer,HSSC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,2009-09-19T00:00:00.000,KIRA,95407,26079,COUNTY,2020
Cat,Domestic Sh,Gray,Neutered,KITTN,K16-021248,CS06,A343972,2016-10-20,2016-10-26,6,Stray,COMM CAT,Return To Owner,COMMCAT,HEALTHY,HEALTHY,COUNTY,1,,,94952,11138,COUNTY,2016
Cat,Domestic Sh,Chocolate/White,Neutered,SMALL,K17-022619,MAC,A348633,2017-02-23,2017-03-11,16,Stray,OVER THE COUNTER,Adoption,SPEC EVENT,HEALTHY,HEALTHY,*WINDSOR,1,2016-02-23T00:00:00.000,*COCO BEAN,95403,26076,SANTA ROSA,2017
Other,Guinea Pig,Tricolor,Male,SMALL,K18-027747,CS06,A370631,2018-04-05,2018-04-11,6,Stray,FIELD,Transfer,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,1,,,95407,26079,COUNTY,2018
Dog,Germ Shepherd,Black/Tan,Spayed,LARGE,K18-028123,DS67,A338794,2018-05-03,2018-05-04,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,1,2015-10-18T00:00:00.000,MOCA,95401,26075,SANTA ROSA,2018
Dog,Pit Bull/Mix,Red/Black,Female,MED,K23-047063,DS84,A423002,2023-12-11,2023-12-28,17,Stray,FLD_STRAY,Euthanize,AGGRESSIVE,UNKNOWN,HEALTHY,SANTA ROSA,1,,,,,,2023
Dog,Papillon/Mix,Liver/White,Neutered,TOY,K16-018049,DA04,A334018,2016-03-11,2016-03-22,11,Stray,OVER THE COUNTER,Adoption,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,1,2015-06-21T00:00:00.000,CHEWY,95403,26076,COUNTY,2016
Dog,Chihuahua Sh,White/Brown,Neutered,SMALL,K20-037310,DA46,A401357,2020-11-10,2020-12-23,43,Stray,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2014-11-10T00:00:00.000,LOU,94952,11138,*PETALUMA,2020
Dog,Labrador Retr,Black,Male,LARGE,K21-040298,TRUCK,A407637,2021-12-11,2021-12-11,0,Stray,FIELD,Return To Owner,FLD_LIC,HEALTHY,HEALTHY,COUNTY,1,,CAZADERO,95462,31029,COUNTY,2021
Dog,Germ Shepherd,Black/Tan,Spayed,MED,K16-017309,DA33,A331502,2016-01-02,2016-02-19,48,Stray,FIELD,Adoption,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,1,2013-01-02T00:00:00.000,ROSIE,97341,30080,OUT OF COUNTY,2016
Dog,Dachshund/Mix,Black/Tan,Female,SMALL,K17-023581,DS60,A353158,2017-05-20,2017-06-15,26,Owner Surrender,OVER THE COUNTER,Transfer,GREEN DOG,HEALTHY,HEALTHY,*WINDSOR,1,2016-05-20T00:00:00.000,*NANCY,95492,31428,*WINDSOR,2017
Dog,Labrador Retr/Mix,Black,Neutered,LARGE,K16-021618,DS77,A232102,2016-11-18,2016-11-18,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,1,2008-09-28T00:00:00.000,BARKLEY,95472,31039,*SEBASTOPOL,2016
Cat,Domestic Sh,Black,Spayed,SMALL,K21-040313,CA03,A408389,2021-12-15,2022-01-26,42,Stray,FIELD,Adoption,SCAS WEB,HEALTHY,HEALTHY,COUNTY,1,2021-06-12T00:00:00.000,*CYPRESS,95409,26080,SANTA ROSA,2021
