type,breed,color,sex,size,impound_number,kennel_number,id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,intake_total,date_of_birth,name,zip_code,:@computed_region_dig5_f3vy,outcome_jurisdiction,ano
Dog,Poodle Min,White,Male,SMALL,K17-022502,DS57,A348174,2017-02-10,2017-02-11,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,1,2015-08-11T00:00:00.000,SULLY,95472,31039,*SEBASTOPOL,2017
Other,Pig,Tan/Black,Female,SMALL,K21-038784,LS02,A405334,2021-06-10,2021-06-11,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,1,,,94601,1188,OUT OF COUNTY,2021
Dog,Chihuahua Sh,Black/Tan,Spayed,TOY,K17-024665,DS96,A356375,2017-08-01,2017-08-02,1,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,1,2009-08-02T00:00:00.000,LULU,95407,26079,SANTA ROSA,2017
Dog,Labrador Retr,Black,Spayed,MED,K17-023371,DS80,A352289,2017-05-05,2017-05-06,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2001-05-06T00:00:00.000,TEAL,95405,26078,SANTA ROSA,2017
Dog,Pit Bull,Black/White,Spayed,MED,K16-019841,DA15,A339868,2016-07-17,2016-08-27,41,Stray,FIELD,Adoption,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,1,2012-08-06T00:00:00.000,PEPPER,02138,10648,OUT OF COUNTY,2016
Dog,Pit Bull,Bl Brindle/White,Neutered,LARGE,K19-031148,DS70,A305033,2019-01-10,2019-01-10,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,2013-09-01T00:00:00.000,TIGER,94954,11139,*PETALUMA,2019
Cat,Domestic Sh,Blue Cream/Calico,Female,KITTN,K15-016093,CI02,A327295,2015-09-22,2015-10-01,9,Stray,OVER THE COUNTER,Euthanize,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,,,,,2015
Dog,Rat Terrier,Tricolor,Spayed,SMALL,K17-025364,DS52,A041680,2017-09-18,2017-09-22,4,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,1,,MISSY,95449,31017,OUT OF COUNTY,2017
Cat,Domestic Sh,Black/White,Neutered,SMALL,K22-040702,CA02,A410026,2022-02-15,2022-04-21,65,Stray,PHONE,Transfer,WE CARE,HEALTHY,HEALTHY,SANTA ROSA,1,2020-09-04T00:00:00.000,*SLY,94574,1166,OUT OF COUNTY,2022
Cat,Domestic Lh,Gray Tabby,Neutered,KITTN,K16-019033,LOBBY,A337668,2016-05-27,2016-06-02,6,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2016-03-12T00:00:00.000,SUGAR,95448,31016,COUNTY,2016
Dog,Bichon Frise,Cream,Spayed,SMALL,K23-045003,DS83,A266935,2023-06-10,2023-06-14,4,Owner Surrender,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,1,2011-01-02T00:00:00.000,CHLOE,95405,26078,SANTA ROSA,2023
Cat,Domestic Sh,Org Tabby,Neutered,KITTN,K18-028271,CA02,A372599,2018-05-16,2018-05-19,3,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2018-01-16T00:00:00.000,RIOKU,95492,31428,*WINDSOR,2018
Dog,Lhasa Apso/Mix,Tan,Spayed,SMALL,K14-008745,DS55,A306279,2014-05-07,2014-05-07,0,Transfer,VET_HOSP,Return To Owner,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,1,1999-05-07T00:00:00.000,JAG,95405,26078,SANTA ROSA,2014
Dog,American Staff,Fawn/White,Female,LARGE,K14-009130,DS90,A300319,2014-06-04,2014-06-18,14,Stray,FIELD,Euthanize,BEH SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2013-01-07T00:00:00.000,SASSFRAS,,,,2014
Dog,Border Collie/Mix,Black/White,Neutered,,K14-007399,DS81,A095188,2014-01-19,2014-01-22,3,Stray,FIELD,Return To Owner,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,1,1999-10-01T00:00:00.000,JAKE,95401,26075,SANTA ROSA,2014
Dog,Chihuahua Sh,White/Brown,Spayed,TOY,K19-034568,DA04,A393736,2019-11-14,2019-11-30,16,Stray,FIELD,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2013-11-21T00:00:00.000,FERN,94952,11138,COUNTY,2019
Dog,Pit Bull,Tricolor,Spayed,LARGE,K15-017211,TRUCK,A345449,2015-12-22,2015-12-22,0,Stray,FIELD,Return To Owner,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,1,2009-11-16T00:00:00.000,CANDY,,,,2015
Dog,Dogo Argentino/Labrador Retr,Black/White,Male,PUPPY,K23-047066,DS87,A423005,2023-12-11,2023-12-12,1,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,1,2023-10-24T00:00:00.000,,95446,23755,COUNTY,2023
Dog,Belg Malinois,Brown/Black,Male,LARGE,K20-037460,DS68,A401620,2020-12-01,2021-01-07,37,Stray,FIELD,Adoption,RESCUE GRP,UNKNOWN,PENDING,COUNTY,1,2019-12-30T00:00:00.000,,94561,883,OUT OF COUNTY,2020
Cat,Domestic Sh,Black/White,Neutered,SMALL,K23-045812,LOBBY,A419936,2023-08-25,2023-09-14,20,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2023-03-25T00:00:00.000,*BARNEY,95401,26075,SANTA ROSA,2023
Dog,French Bulldog,Tricolor,Male,PUPPY,K21-038671,DS88,A405132,2021-06-01,2021-10-01,122,Confiscate,FLD_OWNED,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,1,2021-03-01T00:00:00.000,*SCHMIDT,95407,26079,COUNTY,2021
Dog,Pit Bull,Blue,Neutered,LARGE,K18-030751,DS89,A381261,2018-11-29,2018-11-30,1,Stray,PRIV_SHELT,Return To Owner,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,1,2017-11-30T00:00:00.000,TANK,95476,31040,COUNTY,2018
Dog,Siberian Husky,Red/White,Neutered,LARGE,K22-040822,TRUCK,A406399,2022-02-28,2022-02-28,0,Stray,FIELD,Return To Owner,FLD_MCHIP,UNKNOWN,PENDING,SANTA ROSA,1,2014-08-21T00:00:00.000,HAZLE,95407,26079,SANTA ROSA,2022
Other,Bat,Black,Unknown,SMALL,K20-036460,EUTH,A399945,2020-08-15,2020-08-15,0,Quarantine,FIELD,Euthanize,FRA,HEALTHY,HEALTHY,COUNTY,1,,,,,,2020
Dog,Border Collie/Great Pyrenees,Brown/Liver,Neutered,LARGE,K16-017415,DS62,A331818,2016-01-11,2016-01-13,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,1,2013-12-01T00:00:00.000,CANNON,94952,11138,COUNTY,2016
Cat,Domestic Sh,Black,Spayed,SMALL,K15-015236,CS04,A324881,2015-08-04,2015-08-15,11,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2013-08-04T00:00:00.000,*WYNONA,95404,26077,SANTA ROSA,2015
Dog,Poodle Min/Mix,White,Female,SMALL,K15-015482,DS63,A326116,2015-08-18,2015-08-20,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,,PALOMA,95403,26076,SANTA ROSA,2015
Dog,Labrador Retr,Yellow,Male,LARGE,K14-008761,DS60,A306330,2014-05-08,2014-05-09,1,Stray,FIELD,Return To Owner,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,1,2004-05-09T00:00:00.000,PICKETT,95403,26076,SANTA ROSA,2014
Dog,Labrador Retr/Mix,Brown/White,Neutered,LARGE,K15-012313,DS86,A315499,2015-01-05,2015-01-06,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,1,2013-01-05T00:00:00.000,ROYCE,94954,11139,COUNTY,2015
Dog,Rhod Ridgeback/Labrador Retr,Tan/Black,Spayed,LARGE,K17-023481,DA40,A350893,2017-05-13,2017-05-26,13,Adoption Return,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2015-04-21T00:00:00.000,*LILY,95492,31428,*WINDSOR,2017
Cat,Siamese,Lynx Pt,Neutered,LARGE,K15-013319,CS06,A319414,2015-03-26,2015-03-31,5,Stray,COMM CAT,Transfer,FORGOTTEN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,1,,,95403,26076,SANTA ROSA,2015
Cat,Domestic Sh,Brn Tabby,Female,SMALL,K22-041071,TRUCK,A410910,2022-04-08,2022-04-08,0,Stray,FIELD,Euthanize,INJ SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,1,,,,,,2022
Dog,Poodle Toy/Maltese,White,Neutered,SMALL,K16-019439,DA29,A338991,2016-06-27,2016-07-17,20,Stray,FIELD,Transfer,NC POODLE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,2015-11-30T00:00:00.000,,95602,20037,OUT OF COUNTY,2016
Cat,Domestic Sh,Black/White,Female,SMALL,K17-025226,CI01,A360691,2017-09-07,2017-09-08,1,Stray,OVER THE COUNTER,Euthanize,ILL SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,1,,,,,,2017
Dog,Siberian Husky,Black/White,Neutered,LARGE,K17-022300,TRUCK,A319831,2017-01-20,2017-01-20,0,Stray,FIELD,Return To Owner,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,1,2014-08-28T00:00:00.000,HERSCHEL,95492,31428,*WINDSOR,2017
Dog,Border Collie/Mix,Black/White,Neutered,PUPPY,K18-027017,DA10,A366887,2018-01-17,2018-02-10,24,Stray,FIELD,Adoption,WALKIN,UNKNOWN,HEALTHY,COUNTY,1,2017-11-08T00:00:00.000,GREY,95409,26080,SANTA ROSA,2018
Dog,Golden Retr,Gold,Neutered,LARGE,K15-013123,TRUCK,A274373,2015-03-12,2015-03-12,0,Stray,FIELD,Return To Owner,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,1,2005-09-01T00:00:00.000,BECKETT,95404,26077,SANTA ROSA,2015
Cat,Domestic Sh,Brn Tabby,Female,KITTN,K15-014011,RECEIVING,A321750,2015-05-16,2015-05-16,0,Stray,COMM CAT,Transfer,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,1,2015-04-24T00:00:00.000,,95407,26079,COUNTY,2015
Dog,Pit Bull,Black/White,Neutered,MED,K18-027410,DA37,A369160,2018-02-28,2018-04-04,35,Stray,FIELD,Adoption,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,1,2013-03-09T00:00:00.000,DRACO,97535,2056,OUT OF COUNTY,2018
Dog,Pit Bull/Mix,Brown,Neutered,LARGE,K14-007637,DS71,A286294,2014-02-06,2014-02-13,7,Stray,FIELD,Return To Owner,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,1,2009-12-18T00:00:00.000,DOZER,95492,31428,*WINDSOR,2014
Dog,Labrador Retr,Black,Neutered,LARGE,K15-016427,TRUCK,A326099,2015-10-16,2015-10-16,0,Stray,FIELD,Return To Owner,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,1,2005-08-19T00:00:00.000,HARLEY,95472,31039,COUNTY,2015
Dog,Germ Shepherd/Mix,Black,Neutered,LARGE,K17-024531,DS72,A355935,2017-07-25,2017-07-25,0,Confiscate,FLD_HOSPTL,Return To Owner,FLD_PRVS,UNKNOWN,HEALTHY,COUNTY,1,2008-07-25T00:00:00.000,KAGE,94602,1480,OUT OF COUNTY,2017
Dog,Pit Bull,Black,Male,MED,K22-041776,DA17,A412199,2022-06-28,2022-08-31,64,Stray,FIELD,Euthanize,BEH SEVERE,HEALTHY,HEALTHY,COUNTY,1,2021-06-28T00:00:00.000,MAMBA,,,,2022
Dog,Germ Shepherd,Black/Brown,Female,MED,K20-036765,DS80,A400459,2020-09-17,2020-09-28,11,Stray,FIELD,Transfer,,UNKNOWN,HEALTHY,SANTA ROSA,1,2020-04-17T00:00:00.000,*HARLEY,95035,11488,OUT OF COUNTY,2020
Cat,Domestic Sh,Brn Tabby,Neutered,SMALL,K15-013947,SMM,A321616,2015-05-12,2015-05-21,9,Stray,OVER THE COUNTER,Euthanize,ILL SEVERE,UNTREATABLE,UNTREATABLE,*WINDSOR,1,,,,,,2015
Dog,Pit Bull,Black/White,Spayed,MED,K14-009032,DA12,A302646,2014-05-28,2014-06-10,13,Owner Surrender,OVER THE COUNTER,Adoption,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,1,2012-02-13T00:00:00.000,ANNIE,95472,31039,*SEBASTOPOL,2014
Dog,Rottweiler,Black/Tan,Female,LARGE,K14-008487,TRUCK,A364963,2014-04-16,2014-04-16,0,Transfer,VET_HOSP,Return To Owner,RETURN TO OWNER_FIELD,HEALTHY,HEALTHY,SANTA ROSA,1,,DAISY I,95407,26079,COUNTY,2014
Cat,Domestic Sh,Tortie,Spayed,KITTN,K20-036613,WESTFARM,A400207,2020-09-01,2020-09-26,25,Stray,OVER THE COUNTER,Adoption,WESTFARM,HEALTHY,HEALTHY,COUNTY,1,2020-05-31T00:00:00.000,*CONNIE,95403,26076,SANTA ROSA,2020
Dog,Golden Retr,Gold,Neutered,LARGE,K19-034214,DS64,A393257,2019-10-22,2019-10-23,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,1,2017-10-22T00:00:00.000,BEAR,95124,11858,OUT OF COUNTY,2019
Dog,Pit Bull,Blue/White,Neutered,LARGE,K16-017864,DS69,A333238,2016-02-21,2016-02-23,2,Stray,VET_HOSP,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2013-02-23T00:00:00.000,THUMPER,95409,26080,SANTA ROSA,2016
Dog,Doberman Pinsch/Mix,Black/Tan,Spayed,LARGE,K16-021984,DS70,A346478,2016-12-21,2016-12-21,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,TREATABLE/REHAB,HEALTHY,COUNTY,1,2015-10-19T00:00:00.000,LUCY,95404,26077,SANTA ROSA,2016
Dog,Rottweiler,Black/Tan,Male,LARGE,K17-026461,TRUCK,A364964,2017-11-28,2017-11-28,0,Stray,FIELD,Return To Owner,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,1,,CHICO,95407,26079,COUNTY,2017
Dog,Aust Cattle Dog,Red,Male,LARGE,K18-028920,DS85,A374441,2018-07-05,2018-07-05,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,1,,JEB,95492,31428,*WINDSOR,2018
Cat,Domestic Sh,White/Black,Neutered,SMALL,K19-034655,COOLER,A393919,2019-11-25,2019-11-25,0,Quarantine,FLD_STRAY,Euthanize,INJ SEVERE,UNKNOWN,UNTREATABLE,COUNTY,1,,,,,,2019
Dog,Pit Bull,Blue/Br Brindle,Spayed,PUPPY,K15-014801,DA43,A324075,2015-07-07,2015-07-30,23,Stray,FIELD,Adoption,INTERNET,HEALTHY,HEALTHY,COUNTY,1,2015-01-15T00:00:00.000,*DORY,94574,1166,OUT OF COUNTY,2015
Dog,Labrador Retr/Mix,Black/White,Neutered,MED,K22-041812,DA04,A412253,2022-07-01,2022-10-01,92,Stray,FIELD,Adoption,WALKIN,UNKNOWN,PENDING,COUNTY,1,2020-07-01T00:00:00.000,*TUCSON,95401,26075,SANTA ROSA,2022
Dog,Chihuahua Sh,Tan,Spayed,TOY,K17-022216,CA03,A347129,2017-01-13,2017-02-07,25,Stray,OVER THE COUNTER,Adoption,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,2016-02-04T00:00:00.000,*TWIGGY,95404,26077,SANTA ROSA,2017
Dog,Germ Shepherd,Black/Tan,Male,LARGE,K17-026390,DA37,A364805,2017-11-18,2017-11-21,3,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,1,2017-02-14T00:00:00.000,MAX,95448,31016,COUNTY,2017
Dog,Pit Bull,Tan,Neutered,MED,K17-025259,DS58,A360778,2017-09-09,2017-09-29,20,Stray,RESCUE_GRP,Transfer,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,1,,RUSTY,95407,26079,COUNTY,2017
Cat,Domestic Sh,Brn Tabby,Neutered,SMALL,K15-016744,CI02,A329603,2015-11-10,2015-12-31,51,Stray,OVER THE COUNTER,Euthanize,AGGRESSIVE,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,1,2014-05-18T00:00:00.000,*SIMON,,,,2015
Cat,Domestic Sh,Gray Tabby/White,Unknown,KITTN,K18-029186,CS06,A374877,2018-07-21,2018-07-24,3,Stray,OVER THE COUNTER,Transfer,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,2018-04-21T00:00:00.000,,95403,26076,SANTA ROSA,2018
Dog,Pit Bull,Blue,Neutered,LARGE,K19-031113,DS79,A383078,2019-01-05,2019-01-12,7,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2017-07-29T00:00:00.000,ROCKY,95409,26080,SANTA ROSA,2019
Other,Donkey,Brown/Gray,Female,LARGE,K19-032550,FOSTER,A388031,2019-06-05,2020-01-13,222,Stray,FIELD,Adoption,VOLUNTEER,UNKNOWN,HEALTHY,COUNTY,1,1989-06-05T00:00:00.000,EDWINA,95492,31428,COUNTY,2019
Cat,Domestic Sh,Tortie,Female,SMALL,K18-028279,TX,A372607,2018-05-17,2018-05-18,1,Stray,FIELD,Euthanize,ILL SEVERE,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,1,2016-05-17T00:00:00.000,,,,,2018
Dog,Germ Shepherd,Brown/Black,Spayed,LARGE,K20-035534,TRUCK,A418673,2020-03-06,2020-03-06,0,Stray,FIELD,Return To Owner,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,1,2018-06-29T00:00:00.000,STELLA,95407,26079,SANTA ROSA,2020
Dog,Rottweiler/Mix,Black,Neutered,LARGE,K15-012435,RECEIVING,A315769,2015-01-14,2015-06-02,139,Stray,FIELD,Adoption,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,1,2009-01-14T00:00:00.000,*BILL,94549,873,OUT OF COUNTY,2015
Cat,Domestic Sh,Gray Tabby,Unknown,SMALL,K21-038919,COOLER,A405623,2021-06-26,2021-06-29,3,Stray,FIELD,Disposal,DOA,UNKNOWN,DEAD,COUNTY,1,,,,,,2021
Cat,Domestic Sh,White/Brown,Spayed,SMALL,K21-039668,CS05,A406791,2021-09-18,2021-09-18,0,Stray,PHONE,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,1,2021-02-18T00:00:00.000,OKLEY,94951,1844,COUNTY,2021
Dog,Chihuahua Sh,Brown/Tan,Spayed,SMALL,K22-043340,DS95,A414438,2022-12-14,2022-12-23,9,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,1,2019-12-14T00:00:00.000,JUDE,95401,26075,SANTA ROSA,2022
Dog,Germ Shepherd,Tan/Black,Female,LARGE,K21-039714,DS74,A402192,2021-09-23,2021-09-23,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,1,2019-01-21T00:00:00.000,LUNA,95441,23750,COUNTY,2021
Dog,Chihuahua Sh/Mix,Tricolor,Spayed,SMALL,K20-035387,DA02,A396259,2020-02-19,2020-02-29,10,Stray,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,*SONOMA,1,2015-02-27T00:00:00.000,JULIET,95409,26080,SANTA ROSA,2020
Dog,Aust Shepherd/Border Collie,Tricolor,Neutered,MED,K14-008131,DS71,A261461,2014-03-20,2014-03-20,0,Transfer,VET_HOSP,Return To Owner,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,1,2011-03-20T00:00:00.000,RAMBO,95401,26075,SANTA ROSA,2014
Dog,Labrador Retr,Yellow,Neutered,LARGE,K16-021179,TRUCK,A271990,2016-10-14,2016-10-14,0,Stray,FIELD,Return To Owner,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,1,2005-12-09T00:00:00.000,KUMA,95472,31039,COUNTY,2016
Cat,Domestic Sh,Black,Neutered,KITTN,K18-027768,LOBBY,A370673,2018-04-07,2018-05-02,25,Stray,OVER THE COUNTER,Adoption,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,1,2018-03-07T00:00:00.000,GOOSE,95409,26080,SANTA ROSA,2018
Cat,Domestic Sh,Brn Tabby,Unknown,SMALL,K18-027806,CS06,A370754,2018-04-10,2018-04-17,7,Stray,COMM CAT,Transfer,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,1,,,95403,26076,SANTA ROSA,2018
Dog,Pit Bull,Brown/White,Neutered,LARGE,K15-016906,DA37,A329869,2015-11-25,2016-10-05,315,Stray,OVER THE COUNTER,Adoption,REFERRAL,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,2014-06-10T00:00:00.000,ARNOLD,95404,26077,COUNTY,2015
Cat,Domestic Sh,Black,Neutered,SMALL,K18-029812,WESTFARM,A375917,2018-09-08,2018-10-19,41,Stray,OVER THE COUNTER,Adoption,WESTFARM,HEALTHY,HEALTHY,COUNTY,1,2018-07-24T00:00:00.000,*DANTE,95403,26076,COUNTY,2018
Dog,Germ Shepherd,Tan/Black,Female,LARGE,K21-037759,DS77,A402192,2021-01-21,2021-01-22,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,1,2019-01-21T00:00:00.000,LUNA,95441,23750,COUNTY,2021
Dog,Siberian Husky,White,Neutered,LARGE,K15-015723,DS87,A326485,2015-08-31,2015-09-01,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2011-08-21T00:00:00.000,BRADY,95404,26077,SANTA ROSA,2015
Dog,Pit Bull,Tan,Neutered,MED,K16-020762,DQ108,A251337,2016-09-15,2016-09-24,9,Owner Surrender,FIELD,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,1,,CHICO,95407,26079,COUNTY,2016
Dog,Pit Bull/Mix,Black/White,Neutered,MED,K14-011960,DS73,A273254,2014-12-04,2014-12-05,1,Confiscate,FLD_ARREST,Return To Owner,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,1,2011-04-26T00:00:00.000,SAUCE,95476,31040,COUNTY,2014
Dog,Chihuahua Sh,Tan,Spayed,SMALL,K14-010955,DI101,A291513,2014-09-24,2014-12-30,97,Stray,FIELD,Transfer,GREEN DOG,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,1,2012-05-03T00:00:00.000,MIA,95492,31428,*WINDSOR,2014
Cat,Domestic Sh,Org Tabby,Spayed,SMALL,K16-021739,CS06,A345759,2016-11-30,2016-12-09,9,Stray,COMM CAT,Return To Owner,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,,,95492,31428,*WINDSOR,2016
Dog,Germ Shepherd,Black/Tan,Spayed,LARGE,K14-008845,DS93,A306662,2014-05-14,2014-06-08,25,Stray,FIELD,Transfer,B A GERMAN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,1,2012-05-14T00:00:00.000,SHAKIRA,95403,26076,COUNTY,2014
Dog,Chihuahua Lh/Mix,Red/Brown,Female,TOY,K16-021158,TX,A343696,2016-10-13,2016-10-14,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,1,2014-10-14T00:00:00.000,BELLS,95403,26076,SANTA ROSA,2016
Cat,Domestic Mh,Black/White,Neutered,KITTN,K14-011081,CA03,A312397,2014-10-02,2014-10-08,6,Transfer,MUN_SHELT,Adoption,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,1,2014-07-06T00:00:00.000,JAX,95425,23501,*CLOVERDALE,2014
Other,Chicken,Brown,Unknown,SMALL,K23-046321,CS06,A420879,2023-10-03,2023-10-04,1,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,COUNTY,1,,,94603,1481,OUT OF COUNTY,2023
Dog,Germ Shepherd,Black,Spayed,LARGE,K22-042793,DA10,A412788,2022-10-13,2022-10-22,9,Adoption Return,OVER THE COUNTER,Adoption,REFERRAL-F,HEALTHY,HEALTHY,COUNTY,1,2021-08-30T00:00:00.000,ONYX,95492,31428,*WINDSOR,2022
Dog,Germ Shepherd,Black/Tan,Female,LARGE,K18-030701,DS72,A380788,2018-11-23,2018-11-24,1,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,COUNTY,1,2013-11-24T00:00:00.000,SASHI,94601,1188,OUT OF COUNTY,2018
Dog,Min Pinscher,Red,Neutered,SMALL,K15-012534,DS87,A316157,2015-01-24,2015-03-28,63,Stray,VET_HOSP,Transfer,MIN PINSCH,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,2005-01-24T00:00:00.000,DUKE,72205,16691,OUT OF COUNTY,2015
Dog,Germ Shepherd/Border Collie,Black/White,Neutered,LARGE,K21-038921,DS75,A309077,2021-06-27,2021-06-29,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,1,2013-11-09T00:00:00.000,CLOUD,95409,26080,COUNTY,2021
Other,Rabbit Sh,Gray/White,Unknown,SMALL,K18-026912,CS06,A366642,2018-01-04,2018-01-13,9,Stray,FIELD,Transfer,SAVEABUNNY,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,1,,,94941,1838,OUT OF COUNTY,2018
Cat,Domestic Sh,Gray/White,Neutered,KITTN,K17-025153,CA02,A360549,2017-09-01,2017-11-09,69,Stray,FIELD,Adoption,REFERRAL-V,TREATABLE/REHAB,HEALTHY,SANTA ROSA,1,2017-07-01T00:00:00.000,TOMMY,95403,26076,SANTA ROSA,2017
Dog,Germ Wh Point/Mix,Black,Neutered,MED,K23-043707,DA38,A415200,2023-01-27,2023-03-14,46,Stray,FIELD,Adoption,OTH_MEDIA,HEALTHY,HEALTHY,SANTA ROSA,1,2022-03-09T00:00:00.000,*TOBY,95401,26075,SANTA ROSA,2023
Dog,Pit Bull,Blue/White,Male,MED,K15-012630,DS64,A316344,2015-01-30,2015-01-31,1,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,1,2012-01-30T00:00:00.000,TANK,95436,23747,COUNTY,2015
